Original,Generated,task,model,turn
We show that this single meal had an overall and long-lasting impact.,We demonstrate that consuming a single meal produced effects that persisted over an extended time.,paraphrase,gpt-5-nano,3
"We suggest that humans notice when magpies occasionally pick up shiny objects because they believe the birds find them attractive, while it goes unnoticed when magpies interact with less eye-catching items.","We propose that people pay attention to magpies when they pick up reflective objects because they assume the birds are drawn to them, whereas similar behavior involving dull items is less noticeable.",paraphrase,gpt-5-nano,3
"With efficient product use and harvesting, more CO 2 is saved in the avoided emissions, products, and wood energy than is lost instantaneously from the harvested forest.","By using products effectively and sourcing materials responsibly, the carbon prevented by lower emissions, delaying replacement, and using wood-based energy will exceed the carbon emitted when the forest is cut.",paraphrase,gpt-5-nano,3
"Within 1 year, 845 patients died and 385 were rehospitalized for MI.","Over the course of a year, 845 people died, and 385 patients were readmitted due to myocardial infarction.",paraphrase,gpt-5-nano,3
"Thus, all 3 versions of DBT were comparably effective at reducing suicidality among individuals at high risk for suicide.",Every iteration of this therapy demonstrated a similar capacity to lower suicidal tendencies in vulnerable populations.,paraphrase,gemini-3.1-flash-lite,1
"Thus, investigations of the neurochemistry of social bonding in humans, for which this study provides initial evidence, are warranted.","Consequently, this research offers preliminary support for the necessity of further exploring the biological mechanisms underlying human interpersonal connections.",paraphrase,gemini-3.1-flash-lite,1
"Together, these results appear to suggest that avoiding car driving may be beneficial to wellbeing.",The collective findings imply that refraining from operating a vehicle could enhance one's overall quality of life.,paraphrase,gemini-3.1-flash-lite,1
We also demonstrate a two-qubit holonomic gate to show universality by manipulating the electron−nucleus entanglement.,"By adjusting the interaction between electron and nuclear spins, we establish a universal two-qubit holonomic operation.",paraphrase,gemini-3.1-flash-lite,1
"We propose that the increased expression of Munc13-4 in cancer cells after epithelial-to-mesenchymal transition combined with increased Ca 2+ uptake drives enhanced exosome release by highly aggressive cancer cells, and that Munc13-4 is a potential target for therapeutic intervention.","Elevated Munc13-4 levels following the epithelial-to-mesenchymal transition, alongside greater calcium absorption, appear to stimulate heightened exosome secretion in malignant tumors, suggesting this protein could serve as a viable clinical treatment target.",paraphrase,gemini-3.1-flash-lite,1
"We show that mitochondrial dysfunctions altered the hypothalamicpituitary-adrenal axis, sympathetic adrenal-medullary activation and catecholamine levels, the inflammatory cytokine IL-6, circulating metabolites, and hippocampal gene expression responses to stress.","Impaired mitochondrial performance disrupts stress-related hormonal pathways, inflammatory markers, metabolic profiles, and neurological gene activity.",paraphrase,gemini-3.1-flash-lite,1
We show that this single meal had an overall and long-lasting impact.,Our findings demonstrate that consuming this one portion resulted in a significant and enduring effect.,paraphrase,gemini-3.1-flash-lite,1
"We suggest that humans notice when magpies occasionally pick up shiny objects because they believe the birds find them attractive, while it goes unnoticed when magpies interact with less eye-catching items.","People tend to fixate on magpies collecting lustrous trinkets due to a perceived preference for glitter, ignoring the frequent times these creatures engage with duller materials.",paraphrase,gemini-3.1-flash-lite,1
"With efficient product use and harvesting, more CO 2 is saved in the avoided emissions, products, and wood energy than is lost instantaneously from the harvested forest.",Sustainable timber management and the utilization of wood-based goods result in a net reduction of atmospheric carbon by offsetting more emissions than are released during the initial logging process.,paraphrase,gemini-3.1-flash-lite,1
"Within 1 year, 845 patients died and 385 were rehospitalized for MI.","Over a twelve-month period, 845 individuals passed away, while 385 required readmission due to myocardial infarction.",paraphrase,gemini-3.1-flash-lite,1
"(|QQQE) 2.2 In obese patients with T2DM requiring insulin therapy, we suggest adding at least one of the following: metformin, pramlintide, or GLP- agonists to mitigate associated weight gain due to insulin.","For overweight adults with type 2 diabetes who need insulin, we recommend incorporating at least one of metformin, pramlintide, or a GLP-1 receptor agonist to reduce the likelihood of gaining weight from insulin therapy.",paraphrase,gpt-5-nano,3
"A woman who has large lips, suggesting a strong mating potential, with average length and width ratios will always be more attractive than a woman with narrow lips and average length and width ratios.","A woman whose lips are naturally fuller, which can signal greater reproductive appeal, is typically rated as more attractive than a woman with thinner lips when their other facial proportions are similar.",paraphrase,gpt-5-nano,3
"After randomization, 4 patients were lost to follow-up, all after month 18, and 1 withdrew due to an adverse event.","Following random assignment, four participants were unavailable for evaluation at the 18-month follow-up, and an additional individual withdrew after experiencing an adverse event.",paraphrase,gpt-5-nano,3
"Although our analyses suggest that adherence to new ACC/AHA statin eligibility guidelines may prove beneficial for the reduction of future cardiovascular events compared with using the ATP III guidelines, the absolute event risk of statinnoneligible adults is not much lower with the ACC/AHA guidelines (1.0%) compared with the ATP III guidelines (2.4%), and the larger benefit may be that the ACC/AHA guidelines identify many more statin-eligible participants with a similarly high event rate as the ATP III guidelines (6.3% vs 6.9%).","The findings indicate that applying the newer ACC/AHA criteria for statin use would avert a greater number of future cardiovascular events than the earlier ATP III approach, even though the absolute event rates among those not selected differ only slightly (1.0% vs 2.4%), and the main advantage is that ACC/AHA identifies substantially more people as eligible with risk levels comparable to those chosen under ATP III (6.3% vs 6.9%).",paraphrase,gpt-5-nano,3
"As expected, we identified sequence changes in the TP53 tumor suppressor gene, a wellknown driver gene in HGSOC, in all cases.","As anticipated, we observed alterations in the TP53 tumor-suppressor gene, which plays a key role in HGSOC, across every sample.",paraphrase,gpt-5-nano,3
"As racial inequities in educational opportunities decreased, near-work exposure may have increased relatively more in black participants than in white participants.","When opportunities for education became more balanced, Black participants probably spent more additional time on tasks requiring close attention than White participants did.",paraphrase,gpt-5-nano,3
"Based on these and other findings, we suggest that vocal learning and the ability to exercise volitional control over vocalization, particularly in a multimodal context, might have figured relatively early into the evolution of language, with some rudimentary capacity in place at the time of our last common ancestor with great apes.","Taking these results together with further observations, we conclude that the capacity to acquire vocal signals and to deliberately produce speech—especially when combined with other forms of communication—emerged early in language evolution, with the key underlying abilities already existing in the common ancestor of today’s great apes.",paraphrase,gpt-5-nano,3
"Body nutrient content and trophic position explained little of the variation in E N , E P , or E NP , indicating limited applicability of basic predictors of EST.","Differences in nutrient levels inside organisms and their trophic position account for only a minor share of the variation in E N , E P , and E NP , suggesting that simple predictors of EST are not very effective.",paraphrase,gpt-5-nano,3
Buffering against acidification or inhibiting lactic acid production fully rescues circadian oscillation.,"If acid buildup is prevented or lactate generation is completely stopped, the body’s usual day-to-day biological cycles resume.",paraphrase,gpt-5-nano,3
"Flow cytometry analysis demonstrated that EC-MSCs expressed CD90, CD105, and CD73, while being negative for the leukocyte common antigen CD45.","Flow cytometry showed that EC-MSCs carried CD90, CD105, and CD73 but lacked the leukocyte marker CD45.",paraphrase,gpt-5-nano,3
